2026-09-18T08:50:46.592784494Z [2026-09-18 08:50:46 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 512, #cached-token: 0, full token usage: 0.00, swa token usage: 0.01, #running-req: 1, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 393.12
2026-09-18T09:01:51.138628955Z [2026-09-18 09:01:51 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.00, swa token usage: 0.08, #running-req: 1, #queue-req: 1, #pending-token: 57344, cuda graph: False, input throughput (token/s): 2658.72
2026-09-18T09:01:53.605780129Z [2026-09-18 09:01:53 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.00, swa token usage: 0.08, #running-req: 1, #queue-req: 1, #pending-token: 53248, cuda graph: False, input throughput (token/s): 1659.71
2026-09-18T09:01:55.582226980Z [2026-09-18 09:01:55 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.00, swa token usage: 0.08, #running-req: 1, #queue-req: 1, #pending-token: 49152, cuda graph: False, input throughput (token/s): 2072.96
2026-09-18T09:01:57.407407713Z [2026-09-18 09:01:57 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.00, swa token usage: 0.08, #running-req: 1, #queue-req: 1, #pending-token: 45056, cuda graph: False, input throughput (token/s): 2243.46
2026-09-18T09:01:59.230196411Z [2026-09-18 09:01:59 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.00, swa token usage: 0.08, #running-req: 1, #queue-req: 1, #pending-token: 40960, cuda graph: False, input throughput (token/s): 2248.03
2026-09-18T09:02:01.174614046Z [2026-09-18 09:02:01 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.00, swa token usage: 0.08, #running-req: 1, #queue-req: 1, #pending-token: 36864, cuda graph: False, input throughput (token/s): 2105.63
2026-09-18T09:02:02.333745388Z [2026-09-18 09:02:02 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.00, swa token usage: 0.08, #running-req: 1, #queue-req: 0, #pending-token: 32768, cuda graph: False, input throughput (token/s): 3534.37
2026-09-18T09:02:04.033656381Z [2026-09-18 09:02:04 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.00, swa token usage: 0.09, #running-req: 2, #queue-req: 0, #pending-token: 28672, cuda graph: False, input throughput (token/s): 2409.67
2026-09-18T09:02:05.267583502Z [2026-09-18 09:02:05 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.00, swa token usage: 0.09, #running-req: 2, #queue-req: 0, #pending-token: 24576, cuda graph: False, input throughput (token/s): 3322.11
2026-09-18T09:02:06.976144228Z [2026-09-18 09:02:06 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.01, swa token usage: 0.09, #running-req: 2, #queue-req: 0, #pending-token: 20480, cuda graph: False, input throughput (token/s): 2396.60
2026-09-18T09:02:08.783203464Z [2026-09-18 09:02:08 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.01, swa token usage: 0.09, #running-req: 2, #queue-req: 0, #pending-token: 16384, cuda graph: False, input throughput (token/s): 2266.56
2026-09-18T09:02:11.235173997Z [2026-09-18 09:02:11 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.01, swa token usage: 0.09, #running-req: 2, #queue-req: 0, #pending-token: 12288, cuda graph: False, input throughput (token/s): 1670.58
2026-09-18T09:02:13.048854282Z [2026-09-18 09:02:13 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.01, swa token usage: 0.09, #running-req: 2, #queue-req: 0, #pending-token: 8192, cuda graph: False, input throughput (token/s): 2258.63
2026-09-18T09:02:15.015377596Z [2026-09-18 09:02:15 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.01, swa token usage: 0.09, #running-req: 2, #queue-req: 0, #pending-token: 4096, cuda graph: False, input throughput (token/s): 2082.23
2026-09-18T09:02:15.118771237Z [2026-09-18 09:02:15 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.01, swa token usage: 0.02, #running-req: 2, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 39612.81
2026-09-18T09:02:38.852141022Z [2026-09-18 09:02:38 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.00, swa token usage: 0.08, #running-req: 1, #queue-req: 3, #pending-token: 126976, cuda graph: False, input throughput (token/s): 172.58
2026-09-18T09:02:40.890481826Z [2026-09-18 09:02:40 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.00, swa token usage: 0.08, #running-req: 1, #queue-req: 3, #pending-token: 122880, cuda graph: False, input throughput (token/s): 2009.86
2026-09-18T09:02:42.589713296Z [2026-09-18 09:02:42 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.00, swa token usage: 0.08, #running-req: 1, #queue-req: 3, #pending-token: 118784, cuda graph: False, input throughput (token/s): 2409.98
2026-09-18T09:02:44.458788702Z [2026-09-18 09:02:44 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.00, swa token usage: 0.08, #running-req: 1, #queue-req: 3, #pending-token: 114688, cuda graph: False, input throughput (token/s): 2191.83
2026-09-18T09:02:46.990548301Z [2026-09-18 09:02:46 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.00, swa token usage: 0.08, #running-req: 1, #queue-req: 3, #pending-token: 110592, cuda graph: False, input throughput (token/s): 1617.61
2026-09-18T09:02:49.047121354Z [2026-09-18 09:02:49 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.00, swa token usage: 0.08, #running-req: 1, #queue-req: 3, #pending-token: 106496, cuda graph: False, input throughput (token/s): 1991.85
2026-09-18T09:02:51.561828263Z [2026-09-18 09:02:51 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.00, swa token usage: 0.08, #running-req: 1, #queue-req: 3, #pending-token: 102400, cuda graph: False, input throughput (token/s): 1628.45
2026-09-18T09:02:53.937464713Z [2026-09-18 09:02:53 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.00, swa token usage: 0.08, #running-req: 1, #queue-req: 2, #pending-token: 98304, cuda graph: False, input throughput (token/s): 1724.18
2026-09-18T09:02:56.253593727Z [2026-09-18 09:02:56 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.00, swa token usage: 0.09, #running-req: 2, #queue-req: 2, #pending-token: 94208, cuda graph: False, input throughput (token/s): 1768.79
2026-09-18T09:02:58.569261654Z [2026-09-18 09:02:58 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.00, swa token usage: 0.09, #running-req: 2, #queue-req: 2, #pending-token: 90112, cuda graph: False, input throughput (token/s): 1768.86
2026-09-18T09:03:00.271967811Z [2026-09-18 09:03:00 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.01, swa token usage: 0.09, #running-req: 2, #queue-req: 2, #pending-token: 86016, cuda graph: False, input throughput (token/s): 2405.86
2026-09-18T09:03:02.207853566Z [2026-09-18 09:03:02 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.01, swa token usage: 0.09, #running-req: 2, #queue-req: 2, #pending-token: 81920, cuda graph: False, input throughput (token/s): 2116.05
2026-09-18T09:03:04.560865928Z [2026-09-18 09:03:04 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.01, swa token usage: 0.09, #running-req: 2, #queue-req: 2, #pending-token: 77824, cuda graph: False, input throughput (token/s): 1740.38
2026-09-18T09:03:06.976875762Z [2026-09-18 09:03:06 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.01, swa token usage: 0.09, #running-req: 2, #queue-req: 2, #pending-token: 73728, cuda graph: False, input throughput (token/s): 1695.82
2026-09-18T09:03:09.602285884Z [2026-09-18 09:03:09 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.01, swa token usage: 0.09, #running-req: 2, #queue-req: 2, #pending-token: 69632, cuda graph: False, input throughput (token/s): 1559.59
2026-09-18T09:03:12.001540825Z [2026-09-18 09:03:12 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.01, swa token usage: 0.09, #running-req: 2, #queue-req: 1, #pending-token: 65536, cuda graph: False, input throughput (token/s): 1707.13
2026-09-18T09:03:13.817220310Z [2026-09-18 09:03:13 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.01, swa token usage: 0.09, #running-req: 3, #queue-req: 1, #pending-token: 61440, cuda graph: False, input throughput (token/s): 2255.67
2026-09-18T09:03:16.051704631Z [2026-09-18 09:03:16 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.01, swa token usage: 0.09, #running-req: 3, #queue-req: 1, #pending-token: 57344, cuda graph: False, input throughput (token/s): 1834.11
2026-09-18T09:03:17.945568762Z [2026-09-18 09:03:17 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.01, swa token usage: 0.09, #running-req: 3, #queue-req: 1, #pending-token: 53248, cuda graph: False, input throughput (token/s): 2161.71
2026-09-18T09:03:20.373681593Z [2026-09-18 09:03:20 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.01, swa token usage: 0.09, #running-req: 3, #queue-req: 1, #pending-token: 49152, cuda graph: False, input throughput (token/s): 1687.23
2026-09-18T09:03:22.835968837Z [2026-09-18 09:03:22 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.01, swa token usage: 0.09, #running-req: 3, #queue-req: 1, #pending-token: 45056, cuda graph: False, input throughput (token/s): 1663.51
2026-09-18T09:03:25.293936249Z [2026-09-18 09:03:25 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.01, swa token usage: 0.09, #running-req: 3, #queue-req: 1, #pending-token: 40960, cuda graph: False, input throughput (token/s): 1666.52
2026-09-18T09:03:27.898051781Z [2026-09-18 09:03:27 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.01, swa token usage: 0.09, #running-req: 3, #queue-req: 1, #pending-token: 36864, cuda graph: False, input throughput (token/s): 1572.30
2026-09-18T09:03:30.107749725Z [2026-09-18 09:03:30 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.01, swa token usage: 0.09, #running-req: 3, #queue-req: 0, #pending-token: 32768, cuda graph: False, input throughput (token/s): 1853.79
2026-09-18T09:03:32.043262006Z [2026-09-18 09:03:32 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.01, swa token usage: 0.10, #running-req: 4, #queue-req: 0, #pending-token: 28672, cuda graph: False, input throughput (token/s): 2116.90
2026-09-18T09:03:34.185181011Z [2026-09-18 09:03:34 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.01, swa token usage: 0.10, #running-req: 4, #queue-req: 0, #pending-token: 24576, cuda graph: False, input throughput (token/s): 1912.12
2026-09-18T09:03:36.515402795Z [2026-09-18 09:03:36 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.01, swa token usage: 0.10, #running-req: 4, #queue-req: 0, #pending-token: 20480, cuda graph: False, input throughput (token/s): 1757.99
2026-09-18T09:03:38.907870037Z [2026-09-18 09:03:38 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.01, swa token usage: 0.10, #running-req: 4, #queue-req: 0, #pending-token: 16384, cuda graph: False, input throughput (token/s): 1711.99
2026-09-18T09:03:41.307036950Z [2026-09-18 09:03:41 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.01, swa token usage: 0.10, #running-req: 4, #queue-req: 0, #pending-token: 12288, cuda graph: False, input throughput (token/s): 1706.94
2026-09-18T09:03:43.655233979Z [2026-09-18 09:03:43 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.01, swa token usage: 0.10, #running-req: 4, #queue-req: 0, #pending-token: 8192, cuda graph: False, input throughput (token/s): 1744.78
2026-09-18T09:03:45.805092421Z [2026-09-18 09:03:45 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.01, swa token usage: 0.10, #running-req: 4, #queue-req: 0, #pending-token: 4096, cuda graph: False, input throughput (token/s): 1904.53
2026-09-18T09:03:45.937124163Z [2026-09-18 09:03:45 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.01, swa token usage: 0.04, #running-req: 4, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 31057.78
2026-09-18T09:04:16.763364092Z [2026-09-18 09:04:16 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.00, swa token usage: 0.08, #running-req: 2, #queue-req: 7, #pending-token: 258048, cuda graph: False, input throughput (token/s): 132.87
2026-09-18T09:04:18.872140108Z [2026-09-18 09:04:18 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.00, swa token usage: 0.08, #running-req: 2, #queue-req: 7, #pending-token: 253952, cuda graph: False, input throughput (token/s): 1942.66
2026-09-18T09:04:20.758336285Z [2026-09-18 09:04:20 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.00, swa token usage: 0.08, #running-req: 2, #queue-req: 7, #pending-token: 249856, cuda graph: False, input throughput (token/s): 2172.14
2026-09-18T09:04:23.092583501Z [2026-09-18 09:04:23 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.00, swa token usage: 0.08, #running-req: 2, #queue-req: 7, #pending-token: 245760, cuda graph: False, input throughput (token/s): 1754.29
2026-09-18T09:04:25.023761936Z [2026-09-18 09:04:25 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.00, swa token usage: 0.08, #running-req: 2, #queue-req: 7, #pending-token: 241664, cuda graph: False, input throughput (token/s): 2121.32
2026-09-18T09:04:27.404430016Z [2026-09-18 09:04:27 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.00, swa token usage: 0.08, #running-req: 2, #queue-req: 7, #pending-token: 237568, cuda graph: False, input throughput (token/s): 1720.18
2026-09-18T09:04:29.543041681Z [2026-09-18 09:04:29 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.00, swa token usage: 0.08, #running-req: 2, #queue-req: 7, #pending-token: 233472, cuda graph: False, input throughput (token/s): 1914.93
2026-09-18T09:04:31.969222458Z [2026-09-18 09:04:31 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.00, swa token usage: 0.08, #running-req: 2, #queue-req: 6, #pending-token: 229376, cuda graph: False, input throughput (token/s): 1688.09
2026-09-18T09:04:34.466357215Z [2026-09-18 09:04:34 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.00, swa token usage: 0.09, #running-req: 3, #queue-req: 6, #pending-token: 225280, cuda graph: False, input throughput (token/s): 1640.75
2026-09-18T09:04:36.573305531Z [2026-09-18 09:04:36 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.00, swa token usage: 0.09, #running-req: 3, #queue-req: 6, #pending-token: 221184, cuda graph: False, input throughput (token/s): 1944.25
2026-09-18T09:04:38.570916601Z [2026-09-18 09:04:38 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.01, swa token usage: 0.09, #running-req: 3, #queue-req: 6, #pending-token: 217088, cuda graph: False, input throughput (token/s): 2050.70
2026-09-18T09:04:40.307475643Z [2026-09-18 09:04:40 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.01, swa token usage: 0.09, #running-req: 3, #queue-req: 6, #pending-token: 212992, cuda graph: False, input throughput (token/s): 2358.41
2026-09-18T09:04:42.061727241Z [2026-09-18 09:04:42 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.01, swa token usage: 0.09, #running-req: 3, #queue-req: 6, #pending-token: 208896, cuda graph: False, input throughput (token/s): 2334.92
2026-09-18T09:04:43.883803279Z [2026-09-18 09:04:43 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.01, swa token usage: 0.09, #running-req: 3, #queue-req: 6, #pending-token: 204800, cuda graph: False, input throughput (token/s): 2246.98
2026-09-18T09:04:45.816165987Z [2026-09-18 09:04:45 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.01, swa token usage: 0.09, #running-req: 3, #queue-req: 6, #pending-token: 200704, cuda graph: False, input throughput (token/s): 2120.20
2026-09-18T09:04:47.739382680Z [2026-09-18 09:04:47 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.01, swa token usage: 0.09, #running-req: 3, #queue-req: 5, #pending-token: 196608, cuda graph: False, input throughput (token/s): 2129.37
2026-09-18T09:04:49.363548639Z [2026-09-18 09:04:49 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.01, swa token usage: 0.09, #running-req: 4, #queue-req: 5, #pending-token: 192512, cuda graph: False, input throughput (token/s): 2522.43
2026-09-18T09:04:51.603679884Z [2026-09-18 09:04:51 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.01, swa token usage: 0.09, #running-req: 4, #queue-req: 5, #pending-token: 188416, cuda graph: False, input throughput (token/s): 1828.68
